name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Defenceless,Walls,Louis Tomlinson,74YzCrLzu7fw0AasX3CEwv,2020-01-31,65,223920,0.638,0.0973,0.648,0,0.122,0.508,-5.873,0.0471,118.993,11,4,depress
Only the Brave,Walls,Louis Tomlinson,7A7RygcHdNH0iJHgwteajF,2020-01-31,64,106466,0.463,0.301,0.481,0,0.247,0.652,-6.691,0.0293,79.052,3,4,depress
Don't Let It Break Your Heart,Walls,Louis Tomlinson,4nbQRLAPq202lsQsv9FNwK,2020-01-31,63,204973,0.535,0.224,0.634,0,0.0989,0.462,-5.154,0.034,81.965,10,4,depress
Dear Patience,Heartbreak Weather,Niall Horan,0gwfuYQz0TauOajxH2V2Cn,2020-03-13,56,194453,0.524,0.151,0.49,0,0.264,0.249,-5.582,0.0308,93.335,2,4,depress
Fire Away,Flicker (Deluxe),Niall Horan,7JyZzz4rMPMWMsb27vArSN,2017-10-20,54,206362,0.598,0.259,0.478,0.000321,0.0994,0.255,-11.304,0.0314,140.012,6,4,depress
Battle Symphony,One More Light,Linkin Park,3FQCJI2t5LTbsRPfYVBSVB,2017-05-19,64,216281,0.653,0.0369,0.839,0,0.068,0.669,-5.077,0.0685,149.034,10,4,depress
Take Yourself Home,Take Yourself Home,Troye Sivan,6YndZBGmLySgsVScckWkmO,2020-04-01,0,249369,0.364,0.0748,0.606,0.000322,0.106,0.289,-9.188,0.0831,99.73,5,4,depress
Ocean,Ocean,Lady A,5G6Nf4Ytk3dzxnhfP2AhKR,2019-11-15,62,210113,0.58,0.841,0.36,6.15e-06,0.129,0.302,-7.93,0.0303,99.194,6,4,depress
This Isn’t The End,Ultraviolet,Owl City,5p9VnMgpnRYvLIeJx2kCMI,2014-06-10,21,204186,0.676,0.031,0.677,0.000579,0.169,0.399,-5.113,0.0287,128.018,7,5,depress
Superheroes,No Sound Without Silence,The Script,37sINbJZcFdHFAsVNsPq1i,2014-09-15,75,245466,0.49,0.00218,0.885,0,0.0741,0.64,-4.121,0.0396,166.996,3,4,depress
Wanted,Wanted,OneRepublic,6hLkeOMrhZ2CMLBp2of576,2019-09-06,58,136247,0.668,0.164,0.534,0,0.1,0.711,-6.586,0.0677,145.816,1,4,depress
Just Keep Breathing,Somewhere Somehow,We The Kings,4sOLr3sR4pbDzNdLQUiesp,2013-01-01,39,245511,0.635,0.0635,0.731,8.8e-05,0.165,0.329,-7.881,0.0367,119.974,0,4,depress
Heaven Can Wait,Smile Kid,We The Kings,0ZRvlTqhyYdAbN1UczXXBT,2009-01-01,37,210933,0.47,0.000104,0.79,0,0.23,0.503,-5.01,0.0351,150.068,7,4,depress
Ogni Istante,Ogni Istante / Yours To Keep,Elisa,7DbwaOcc6LclsWW5TX7W7s,2017-09-22,44,226027,0.324,0.00995,0.841,0,0.115,0.321,-3.559,0.119,97.977,1,4,depress
Not Ok,Not Ok,Kygo,6aoGtdWXBkYQ2O2wnyIz2x,2019-05-23,59,210943,0.618,0.0292,0.66,2.07e-06,0.325,0.408,-8.14,0.0372,105.0,11,4,depress
The Doctor Said,The Doctor Said,Chloe Adams,2cXATVqLE5BELCbWSHQKva,2017-03-28,50,211084,0.604,0.758,0.283,0,0.102,0.173,-7.36,0.0358,82.982,9,4,depress
Another Empty Bottle,Katy Mac Throwbacks,Katy McAllister,0RJmnZ23Usaa07LPUe4mGb,2012-02-01,46,228919,0.561,0.917,0.252,0,0.106,0.346,-9.448,0.0345,144.226,7,5,depress
Monsters,Monsters,Katie Sky,05Kms0excTlHRel656GZ3U,2014-05-11,65,217840,0.501,0.26,0.67,0,0.0774,0.614,-5.847,0.0696,175.895,1,4,depress
When The Darkness Comes,The Mortal Instruments: City of Bones (Original Motion Picture Soundtrack),Various Artists,3wVVIeC1tLfBxXtISoBZaA,2013-01-01,48,256346,0.341,0.772,0.282,1.5e-05,0.0976,0.133,-10.821,0.031,155.831,2,3,depress
Storm Inside of You,Storm Inside of You,Veronica Ballestrini,7qrCPscVe4zrWSu7lC6z28,2012-02-11,23,262321,0.667,0.374,0.364,0,0.27,0.202,-8.523,0.0286,105.004,9,4,depress
Sound Of Surviving,Every Mile Mattered,Nichole Nordeman,3jDEKQtZ1qCDcBxBE9tWu9,2017-07-28,45,246546,0.325,0.0218,0.741,0,0.15,0.31,-5.079,0.0941,165.942,8,4,depress
Broken Girl,The Story Of Your Life,Matthew West,7GcjV9jtNmIumI2UA6tDyK,2010-01-01,38,276760,0.228,0.203,0.803,0,0.154,0.137,-6.182,0.0612,177.61,4,4,depress
Hurt,Back To Basics,Christina Aguilera,6gDXbcILAyBa2skSdbUYq7,2006-08-14,66,243373,0.327,0.775,0.295,0,0.107,0.143,-6.907,0.0313,148.574,4,4,depress
Untitled (How Could This Happen to Me?),Still Not Getting Any,Simple Plan,6rT0BKAbg4y35tukHcfk4N,2004-10-26,57,239813,0.208,0.875,0.342,3e-06,0.0908,0.135,-8.702,0.0327,186.162,6,4,depress
Lucky One,Get Your Heart On! - the Second Coming!,Simple Plan,36DwGfPUaYaAzUBOcTWgkH,2013-11-25,45,230337,0.44,0.53,0.495,0,0.101,0.397,-7.307,0.0322,179.782,11,3,depress
Let It Hurt,Changed,Rascal Flatts,1wJhdy3DZVnwdMXsNuJSPU,2012-01-01,31,234053,0.482,0.0748,0.603,0,0.11,0.271,-6.007,0.0275,135.972,0,4,depress
Keep Holding On,Fashionably Late (Deluxe Edition),Falling In Reverse,4LZVHclYgdatg6mMAf8tCi,2013-06-18,43,295471,0.556,0.113,0.912,0,0.0789,0.485,-3.053,0.0365,93.02,0,4,depress
Keep Holding On,The Best Damn Thing (Expanded Edition),Avril Lavigne,4UPcXTh26ilb7owtuyHqNI,2007-04-17,65,239906,0.162,0.0374,0.786,0,0.143,0.138,-2.353,0.038,161.192,7,3,depress
Home,Perfect - EP,One Direction,0uZzdkuzJEjFzaRR2HQ5mj,2015-10-22,0,194906,0.42,0.0115,0.867,0,0.0851,0.628,-5.397,0.0859,78.814,9,4,depress
Home,The World From The Side Of The Moon (Deluxe),Phillip Phillips,4rsW3WCZBGwhHfJWuHRwyT,2013-01-01,65,210173,0.606,0.0256,0.826,1.56e-05,0.117,0.322,-6.04,0.0307,121.04,0,4,depress
"Gone, Gone, Gone",The World From The Side Of The Moon (Deluxe),Phillip Phillips,5L79aNYCTKiZq7vaOElXYj,2013-01-01,69,209693,0.664,0.129,0.642,0,0.114,0.501,-5.961,0.038,118.002,6,4,depress
Whataya Want from Me,For Your Entertainment,Adam Lambert,2rDwdvBma1O1eLzo29p2cr,2009-11-23,64,227320,0.44,0.00706,0.683,0,0.0593,0.445,-4.732,0.0489,185.948,11,4,depress
Paralyzed,Mansion,NF,5DHQKZCOZhGNTbYBCekWx0,2015-03-31,73,270453,0.51,0.214,0.643,3.22e-06,0.101,0.0397,-6.602,0.0485,130.081,0,4,depress
Best I Can,Vices And Virtues,Art Of Dying,03h0HCkZ4LLwDJtnBuRBOk,2011-03-18,49,303066,0.624,0.0224,0.817,0,0.0998,0.605,-4.611,0.0257,96.021,11,4,depress
I Won't Give Up,Love Is a Four Letter Word,Jason Mraz,5ivF4eQBqJiVL5IAE9jRyl,2012-04-13,70,240165,0.483,0.694,0.303,0,0.115,0.139,-10.058,0.0429,133.406,4,3,depress
Bad Day,Daniel Powter,Daniel Powter,0mUyMawtxj1CJ76kn9gIZK,2005-02-22,76,233640,0.599,0.448,0.785,0.00336,0.151,0.52,-4.013,0.0309,140.046,3,4,depress
Lullaby,Here and Now (Audio Only Version),Nickelback,2vBiZ7nBe0OqTZKWGP0s4K,2011-11-14,64,228106,0.508,0.000372,0.832,0,0.0859,0.404,-4.395,0.032,136.004,11,4,depress
Reasons to Stay,Reasons to Stay,Kate Vogel,0Em410NMTZ6CPDOtHMK46Z,2019-11-05,45,198948,0.571,0.977,0.129,0,0.0956,0.355,-16.306,0.0862,119.241,9,4,depress
Antidote,Antidote,Faith Marie,3CqMuOh8kuc4hrHZrvuDBc,2016-08-04,50,300631,0.489,0.953,0.127,1.39e-06,0.0736,0.175,-12.14,0.0554,127.577,9,4,depress
I Won't Let Go,Nothing Like This,Rascal Flatts,2KBudV1Lf6ZDIS9hi60Lc5,2010-01-01,52,227760,0.557,0.742,0.406,0,0.113,0.222,-7.083,0.0278,131.96,4,4,depress
Bring Me To Life,Fallen,Evanescence,0COqiPhxzoWICwFCS4eZcp,2003-03-04,82,235893,0.331,0.00721,0.943,2.06e-06,0.242,0.296,-3.188,0.0698,94.612,4,4,depress
My Immortal,Fallen,Evanescence,4UzVcXufOhGUwF56HT7b8M,2003-03-04,75,262533,0.19,0.863,0.265,0,0.134,0.101,-9.206,0.0356,79.012,9,4,depress
"Read All About It, Pt. III",Our Version Of Events (Special Edition),Emeli Sandé,30BsewEJZPxfuLNAlZPFje,2012-01-01,69,283706,0.63,0.822,0.44,3.87e-06,0.0926,0.343,-7.186,0.0249,98.082,2,4,depress
Hurts 2B Human (feat. Khalid),Hurts 2B Human,P!nk,6G28azuVVwYBOmmkGPQFa3,2019-04-26,48,202640,0.463,0.131,0.62,0,0.0619,0.158,-5.647,0.167,83.031,7,1,depress
suicide,isaac's insects,Isaac Dunbar,0AXgLaqOI5w3uLXh4YOsIJ,2020-04-09,55,257000,0.593,0.769,0.479,0.609,0.142,0.256,-9.31,0.0335,97.017,2,4,depress
Save Myself,÷ (Deluxe),Ed Sheeran,6TIU9Ehmi6dMzZK73Ym4yj,2017-03-03,64,247106,0.552,0.85,0.29,0,0.227,0.481,-5.617,0.0448,78.842,10,4,depress
Stay Happy,Stay Happy,Au/Ra,7tuV9cleysQqDPQ66Z5FpR,2019-09-13,39,204803,0.754,0.654,0.503,0.00617,0.309,0.467,-10.88,0.0622,123.927,0,4,depress
I Told You,Once Upon a Mind,James Blunt,6hpyIGxqQUdeDZHmiW5pI0,2019-10-25,45,151807,0.668,0.462,0.583,0.000679,0.143,0.821,-8.191,0.0373,91.041,9,4,depress
How It Feels to Be Alive,Once Upon a Mind,James Blunt,2qvgSt9sYt8MBvbgXuPsjZ,2019-10-25,37,205131,0.599,0.792,0.447,1.38e-06,0.111,0.305,-8.409,0.0373,117.077,11,4,depress
Halfway,Once Upon a Mind,James Blunt,0AAVi8M94yb70B8WAKlR1z,2019-10-25,38,191378,0.571,0.08,0.758,0,0.0962,0.384,-5.374,0.0512,99.984,3,4,depress
In the End,Hybrid Theory (Bonus Edition),Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,2000-10-24,85,216880,0.556,0.00958,0.864,0,0.209,0.4,-5.87,0.0584,105.143,3,4,depress
Breathe Me,Almost Bedtime,Various Artists,7MvoZ4EHTrzPrCfmDddcDg,2020-07-17,11,274933,0.544,0.0341,0.63,0.579,0.0961,0.202,-7.523,0.0335,120.066,0,4,depress
My Own Hero,Naive,Andy Grammer,0KednpCIKKLMC17fcW80cN,2019-07-26,46,209548,0.405,0.141,0.437,0,0.393,0.248,-6.996,0.0517,184.232,7,3,depress
Bloodstream,x (Deluxe Edition),Ed Sheeran,5v4sZRuvWDcisoOk1PFv6T,2014-06-21,67,300253,0.66,0.529,0.316,0.000294,0.104,0.543,-11.567,0.0364,91.207,3,4,depress
Moments,Up All Night,One Direction,3MxJGBnYaP4yQYUv90HLqZ,2012-05-25,63,262640,0.474,0.0283,0.739,0,0.299,0.253,-4.937,0.0451,149.894,2,4,depress
A.M.,Made In The A.M. (Deluxe Edition),One Direction,5omYVLodGmaxnhua99xIE8,2015-11-13,66,209040,0.586,0.227,0.527,0,0.0963,0.506,-4.905,0.0309,141.839,3,4,depress
listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,0tMSssfxAL2oV8Vri0mFHE,2019-03-29,78,242652,0.319,0.935,0.0561,0.00384,0.388,0.082,-23.023,0.045,79.764,0,3,depress
GIRL,GIRL,Maren Morris,0pGXe7umwkcCm01Ipoxp0U,2019-03-08,61,250653,0.44,0.0677,0.793,0,0.0788,0.447,-3.95,0.0501,143.603,6,4,depress
Wake Me up When September Ends,American Idiot,Green Day,3ZffCQKLFLUvYM59XKLbVm,2004-09-21,79,285653,0.546,0.023,0.814,0,0.0972,0.146,-5.146,0.0314,104.98,7,4,depress
Darkside,Different World,Alan Walker,6SRWhUJcD2YKahCwHavz3X,2018-12-14,75,211680,0.43,0.131,0.606,0,0.173,0.123,-5.115,0.0431,169.988,4,4,depress
Faded,Different World,Alan Walker,698ItKASDavgwZ3WjaWjtz,2018-12-14,80,212106,0.468,0.0281,0.627,7.97e-06,0.11,0.159,-5.085,0.0476,179.642,6,4,depress
Lily,Different World,Alan Walker,0lks2Kt9veMOFEAPN0fsqN,2018-12-14,74,195840,0.423,0.196,0.634,0,0.189,0.467,-5.877,0.0578,150.978,6,4,depress
Lost Control,Different World,Alan Walker,0lG6QM1jjbbX5UUn3DPmrZ,2018-12-14,65,222320,0.736,0.0345,0.555,0.000157,0.0798,0.323,-4.689,0.0757,91.997,4,4,depress
Sing Me to Sleep,Different World,Alan Walker,1tfVpMI8G6EakZU4rEja4w,2018-12-14,66,187800,0.474,0.0129,0.622,3.82e-06,0.327,0.158,-6.381,0.061,176.062,4,4,depress
All Falls Down (feat. Juliander),Different World,Alan Walker,1HvCFAUIWQsWV9zud3UhDl,2018-12-14,65,198880,0.655,0.253,0.672,0,0.312,0.675,-4.966,0.0581,98.005,1,4,depress
Alone,Different World,Alan Walker,3LlmKSHR3Rs0Y3KHQLAYDk,2018-12-14,74,160426,0.673,0.229,0.914,0.000478,0.186,0.183,-3.962,0.0496,97.021,10,4,depress
On My Way,On My Way,Alan Walker,4n7jnSxVLd8QioibtTDBDq,2019-03-21,75,193797,0.509,0.0209,0.689,0,0.301,0.297,-4.929,0.102,170.087,1,4,depress
Happier,Happier,Marshmello,2dpaYNEQHiRxtZbfNsse99,2018-08-17,83,214289,0.687,0.191,0.792,0,0.167,0.671,-2.749,0.0452,100.015,5,4,depress
Don't You Worry Child - Radio Edit,Don't You Worry Child,Swedish House Mafia,2V65y3PX4DkRhy1djlxd9p,2012-09-14,80,212862,0.612,0.112,0.84,0,0.116,0.438,-3.145,0.0509,129.042,11,4,depress
Pompeii,All This Bad Blood,Bastille,4Ub8UsjWuewQrPhuepfVpd,2013-01-01,75,214147,0.679,0.0755,0.715,0,0.271,0.571,-6.383,0.0407,127.435,9,4,depress
Stop And Stare,Dreaming Out Loud,OneRepublic,0pg4ptWsO9eMH6nEhrM9fD,2007-11-20,62,223853,0.492,0.0659,0.859,0,0.0756,0.251,-4.274,0.0332,92.474,4,4,depress
Waiting for Superman,It's Not Over....The Hits So Far,Daughtry,01mWFDRL40UlnbOXya5gqm,2016-02-12,48,267333,0.558,0.00276,0.667,0,0.0641,0.402,-6.041,0.0265,105.991,0,4,depress
I Lost Myself,I Lost Myself,Munn,2d41Jt4R1j5BhvtC9UsmGf,2020-07-10,61,191484,0.651,0.727,0.376,0,0.111,0.128,-6.232,0.0284,127.957,2,4,depress
Hurting,Golden Hour,Kygo,4Ufg9X9VocHbzKxXGhCOie,2020-05-29,53,186325,0.655,0.265,0.431,1.22e-06,0.0922,0.292,-9.631,0.0493,99.954,4,4,depress
Walk Alone (feat. Tom Walker),Walk Alone (feat. Tom Walker),Rudimental,0ySwEFQoOhVaGBky9iCdFJ,2018-10-26,47,205408,0.576,0.156,0.719,0,0.305,0.545,-5.163,0.0397,94.921,11,4,depress
Sweet Little Lies,Sweet Little Lies,bülow,6ZahaGPhyiXTi1pLEtGM6e,2019-02-22,61,175066,0.648,0.229,0.727,0,0.17,0.689,-3.791,0.142,160.024,0,4,depress
Dear Me,Every Mile Mattered,Nichole Nordeman,1mBqbGYfsVJH1z2DHPNSbT,2017-07-28,47,327640,0.345,0.0504,0.413,0,0.0906,0.241,-7.805,0.0349,78.634,1,4,depress
Would It Matter,Awake (Deluxe Edition),Skillet,3yawCOFKiw8TVVdCubX4hu,2009-08-24,47,252280,0.497,0.151,0.819,0,0.108,0.276,-4.352,0.0424,126.002,8,4,depress
Hole in My Heart,Gossip,Sleeping With Sirens,4sl2Ama2xqIdM6KN5YEcYg,2017-09-22,36,213906,0.51,0.00181,0.704,0,0.216,0.0816,-4.675,0.0341,127.996,7,4,depress
Pray,Just Like You (Deluxe Edition),Falling In Reverse,3n7QBxRTWSxKMMvduMKUNM,2015-02-24,39,217413,0.47,0.018,0.959,0,0.102,0.263,-3.815,0.137,142.067,5,4,depress
Problem Child,Taking One for the Team,Simple Plan,02wIS2Kt8hiL7KrSND7usU,2016-02-19,43,221013,0.538,0.00907,0.495,0,0.111,0.337,-7.211,0.0278,148.013,0,4,depress
Concrete Angel,Greatest Hits,Martina McBride,2LLcI3oU4CedCQDV5tJ1SK,2001-09-17,53,253000,0.622,0.498,0.392,0,0.146,0.274,-9.737,0.0253,77.991,1,4,depress
Concrete Angel (acoustic),Concrete Angel (acoustic),Christina Novelli,62sJECqRfQ6P7pkNwfnkaO,2014-11-11,42,265718,0.461,0.798,0.325,0,0.097,0.179,-6.897,0.0316,104.972,2,4,depress
Storm,Who We Are,Lifehouse,3VV530tpZ14TossImxyOeU,2007,44,265893,0.408,0.889,0.296,8.62e-05,0.114,0.076,-12.516,0.0377,107.236,7,4,depress
Sad Forever,~how i'm feeling~,Lauv,1DVWkJEjgVStgU2EbR9vpz,2020-03-06,61,203520,0.747,0.456,0.488,0,0.0799,0.358,-8.939,0.0607,122.023,5,4,depress
Goodbye,1 A.M.,Karacter,44sC9nyEKXX3uJD40kqYbU,2018-01-23,28,341133,0.656,0.227,0.793,0,0.226,0.192,-7.012,0.862,87.123,6,4,depress
When She Cries,Say It,Britt Nicole,0vQzBcu9L8wrYv85aEhHsr,2007-01-01,48,193346,0.439,0.0165,0.62,0,0.105,0.453,-4.386,0.0322,184.047,6,4,depress
Say,Say,John Mayer,6wZI4mdT8JwXgkGURnBQiq,2006-10-13,62,230213,0.485,0.541,0.723,1.12e-06,0.075,0.541,-6.565,0.0317,167.845,10,4,depress
Battle Scars,Battle Scars,Paradise Fears,6hNkAbTxNp5VYMZQuWfMxN,2013-06-25,51,288480,0.436,0.00912,0.802,0,0.101,0.439,-7.182,0.0509,128.07,2,4,depress
Dear Diary,Till We Have Faces,Mikelwj,19PQiz39ieYxQ3rFb1JGPq,2017-03-29,38,217208,0.698,0.181,0.586,0,0.167,0.397,-9.77,0.0461,89.018,9,4,depress
Start,Brightest Blue,Ellie Goulding,6hTkH9PyGLKGK0B9BgFEC8,2020-07-17,22,307493,0.576,0.24,0.531,8.29e-05,0.361,0.342,-8.296,0.0723,79.958,2,4,depress
7 Days,The Pains Of Growing,Alessia Cara,6qVwzCWDC6Kiatl7v2it7D,2018-11-30,41,208680,0.503,0.214,0.697,0,0.165,0.798,-4.888,0.188,79.157,9,4,depress
mirrorball,folklore,Taylor Swift,0ZNU020wNYvgW84iljPkPP,2020-07-24,77,208977,0.553,0.687,0.413,2.33e-06,0.0594,0.379,-10.037,0.0334,110.107,2,4,depress
Numb,Meteora,Linkin Park,2nLtzopw4rPReszdYBJU6h,2003-03-24,84,185586,0.496,0.0046,0.863,0,0.639,0.243,-4.153,0.0381,110.018,9,4,depress
Remind Me to Forget,Remind Me to Forget,Kygo,5sIx4BlfYGuZeSLF40N9GH,2018-03-16,67,217286,0.685,0.193,0.508,0,0.139,0.315,-6.4,0.0987,99.063,0,4,depress
Save Myself,Save Myself,Ashe,6QDZlGAY1njNqAdOM6PryZ,2020-07-22,52,224502,0.55,0.383,0.544,0,0.317,0.526,-9.21,0.0356,146.821,9,4,depress
mad woman,folklore,Taylor Swift,2QDyYdZyhlP2fp79KZX8Bi,2020-07-24,68,237258,0.592,0.655,0.699,1.68e-05,0.114,0.506,-8.995,0.0471,141.916,3,4,depress
One Call Away,Nine Track Mind,Charlie Puth,37R0bQOQj5a7DOqh1TGzvB,2016-01-29,72,194453,0.667,0.403,0.613,0,0.115,0.47,-5.353,0.0344,91.024,1,4,depress
When I Look At You,The Time Of Our Lives (International Version),Miley Cyrus,6ZfXA2xakAvphXOSOJ3u1W,2009-01-01,72,248586,0.459,0.142,0.545,0,0.105,0.194,-4.874,0.0282,137.941,6,3,depress
Some Nights,Some Nights,fun.,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,71,277040,0.672,0.0178,0.738,6.75e-05,0.0927,0.392,-7.045,0.0506,107.938,0,4,depress
Fall,YOU,James Arthur,4rhv5nnyAdhjvqRB8s9xr7,2019-10-18,52,222426,0.235,0.831,0.434,1.18e-06,0.168,0.232,-8.245,0.032,82.67,4,4,depress
Breathe,YOU,James Arthur,5hrbuCjGxws7txUEr8XDgb,2019-10-18,55,199066,0.74,0.672,0.452,0,0.118,0.637,-8.828,0.0653,115.063,5,4,depress
I Don't Think I'm Okay,I Don't Think I'm Okay,Bazzi,0PUkanqCGTb6qseXPKOw1F,2020-07-09,55,176250,0.445,0.574,0.33,0,0.102,0.187,-8.121,0.0429,128.025,9,4,depress
Falling Up,Falling Up,Dean Lewis,71i3wlanzjflfYz0gkT2W8,2021-03-05,63,206947,0.654,0.648,0.756,0,0.0995,0.475,-3.594,0.0534,103.551,2,4,depress
till death frees me,till death frees me,Zevia,2wCEWFJ8w81od6SHXLxxCg,2021-06-11,3,166312,0.589,0.916,0.121,0,0.114,0.135,-11.407,0.0682,140.258,10,4,depress
if depression gets the best of me,if depression gets the best of me,Zevia,4DQbdFeGbTFe1SBCcbuhyV,2021-05-21,0,188000,0.39,0.736,0.371,0,0.0935,0.221,-8.365,0.0403,118.775,0,4,depress
Starting Line,Starting Line,Luke Hemmings,3tIQg7bErGUNgE6nZ2TXZ2,2021-06-30,51,270380,0.225,0.094,0.798,1.86e-05,0.134,0.207,-5.313,0.0732,119.228,2,4,depress
Sweet Dream,Sweet Dream,Alessia Cara,1BIKSPrF0M1U6u83MTKmDu,2021-07-15,52,181881,0.76,0.252,0.532,0,0.252,0.5,-9.177,0.127,123.064,0,4,depress
Sad Song (feat. Elena Coats),Somewhere Somehow,We The Kings,05CrK6Q5VGtfPDtyQFJ4Kf,2013-01-01,69,226330,0.512,0.0724,0.526,0,0.0675,0.249,-5.44,0.0251,85.024,1,4,depress
Easy On Me,Easy On Me,Adele,0gplL1WMoJ6iYaPgMCL0gX,2021-10-14,85,224694,0.604,0.578,0.366,0,0.133,0.13,-7.519,0.0282,141.981,5,4,depress
Someday,Human (Deluxe),OneRepublic,6aDsgHPZsMztSbZernzlF8,2021-08-27,77,187888,0.576,0.0311,0.679,0,0.323,0.213,-7.237,0.034,121.005,0,4,depress
can you hear me?,can you hear me?,Munn,2OZNEa3tW5HKAaAQqnJope,2021-04-08,61,185600,0.646,0.449,0.576,0,0.342,0.375,-7.827,0.071,149.821,2,4,depress
You Don't Know What It's Like,You Don't Know What It's Like,Hanne Leland,7mxomBg8nXVDgoOvfkfS7c,2021-06-11,11,211250,0.546,0.373,0.455,1.7e-05,0.11,0.326,-8.867,0.0335,85.011,5,4,depress
why do i exist,we're all sad here,Zevia,1nfwR251duxRrzNmnvaTBj,2022-02-11,21,154124,0.433,0.873,0.105,6.6e-06,0.37,0.0929,-20.569,0.0876,77.107,9,4,depress
"life, im over you",we're all sad here,Zevia,5RQwYJPOkEnl38hFVrylP3,2022-02-11,37,203470,0.52,0.829,0.32,0,0.104,0.171,-12.277,0.12,113.706,11,5,depress
WTF,WTF,Sasha Alex Sloan,7mYrw8DN9vDg1c5qqpDboC,2022-03-18,51,182773,0.63,0.152,0.781,0.000247,0.289,0.188,-7.819,0.0406,100.052,1,4,depress
Peter Pan Was Right,Peter Pan Was Right,Anson Seabra,2At18rPHOuTEjGEppwGV0A,2022-04-29,73,192497,0.661,0.223,0.517,0,0.116,0.241,-7.74,0.0406,84.014,5,4,depress
Matilda,Harry's House,Harry Styles,6uvh0In7u1Xn4HgxOfAn8O,2022-05-20,87,245964,0.507,0.896,0.294,1.97e-05,0.0966,0.386,-10.0,0.04,114.199,2,4,depress
Hey Ari,All 4 Nothing,Lauv,3XA0msNCCQysLnspbnbgw3,2022-08-05,59,168722,0.757,0.509,0.274,0,0.194,0.53,-9.776,0.0372,88.01,2,4,depress
Let It Go,Frozen (Original Motion Picture Soundtrack/ Chinese Version),Various Artists,00yy415wjpCeZJBei2Vv07,2014-06-02,39,227120,0.504,0.0203,0.633,0,0.0923,0.235,-6.564,0.0359,139.934,7,4,depress
For the Love of a Daughter,Unbroken,Demi Lovato,7p7lNE4QGhtR3p4DokE0qP,2011-01-01,51,240093,0.576,0.118,0.687,0,0.0979,0.195,-4.147,0.0379,115.015,11,4,depress
Lightweight,Unbroken,Demi Lovato,6kjpm6cOnouNy4ct8eACRm,2011-01-01,45,241626,0.558,0.514,0.544,0,0.106,0.238,-5.804,0.0289,94.965,8,3,depress
Dear August,Dear August,PJ Harding,16gW9O8A4rIMx5OOVlzsSn,2021-02-12,69,200940,0.643,0.8,0.324,0,0.111,0.444,-7.817,0.0338,147.019,0,4,depress
HAPPY ENDING,HOLY FVCK,Demi Lovato,7lk9a3y8aBG9u7jzBLRDP2,2022-08-19,67,229966,0.415,0.00213,0.739,3.22e-06,0.415,0.165,-4.771,0.0488,175.895,2,4,depress
FEED,HOLY FVCK,Demi Lovato,6ZsykcZZRy36ba2SvTQ6Od,2022-08-19,60,193865,0.341,0.000573,0.883,0,0.102,0.251,-3.766,0.0966,140.15,2,4,depress
SKIN OF MY TEETH,HOLY FVCK,Demi Lovato,1vdhd1LBOU843Z0GrsUbbd,2022-08-19,67,162516,0.458,1.29e-05,0.947,0,0.179,0.478,-2.308,0.221,130.941,11,4,depress
Emotions,5SOS5,5 Seconds of Summer,4gPKVGUlN3wZSTrbw2XIXG,2022-09-23,67,198210,0.691,0.137,0.739,0,0.449,0.506,-5.558,0.0303,119.99,11,4,depress
Easy For You To Say,5SOS5,5 Seconds of Summer,5bHrzpO27EMIpzsseMPPsa,2022-09-23,71,240031,0.527,0.0832,0.709,0,0.33,0.359,-6.024,0.0374,124.02,7,4,depress
Prélude,Veluwe Suite,Matteo Myderwyk,5eUYpuukNIJ9Q7e6X0bX7I,2022-08-19,43,153000,0.46,0.985,0.0628,0.911,0.107,0.0522,-20.199,0.0352,65.463,2,3,calm
Place dans ton coeur,Place dans ton coeur,Martèn LeGrand,2YO46iiumQbYNHHWxWGWQA,2022-09-23,42,140424,0.42,0.995,0.0201,0.906,0.0812,0.0905,-28.383,0.0298,84.277,11,3,calm
Jaujac,Jaujac,Hautefort,6K5Bt6Il0K4t4m592trjh3,2022-09-23,27,237500,0.305,0.991,0.058,0.884,0.106,0.167,-25.64,0.0441,115.346,2,4,calm
marina,marina,Wantij,3yZysEiIpBztPnEmWeZuFU,2022-09-02,27,181869,0.126,0.977,0.00398,0.927,0.0947,0.0714,-34.003,0.0459,66.01,4,4,calm
Melancholie,Melancholie,Nel Swerts,62D7pk80wLiHsgR4UqluV5,2022-09-09,27,115775,0.363,0.99,0.0384,0.934,0.0934,0.0479,-27.289,0.0411,69.207,1,4,calm
Tijdreizen (Time Travel),Tijdreizen (Time Travel),Doeke,4E7r7r4ySSYIGj1CHwl6GZ,2022-09-02,31,161531,0.348,0.994,0.057,0.955,0.0739,0.697,-30.3,0.0426,129.17,4,4,calm
Éteindre la pensée,Éteindre la pensée,Martèn LeGrand,00DCnEaqvzYQLGgHJHazko,2022-08-26,41,114750,0.53,0.993,0.0293,0.944,0.116,0.169,-27.057,0.0321,97.425,3,3,calm
altocumulus,altocumulus,Jacco Wynia,0kxXzPGbqAZWVYOvyilBbs,2022-08-26,41,218134,0.273,0.967,0.106,0.968,0.0991,0.106,-28.823,0.09,70.665,4,5,calm
